settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-07-04 00:00:00,2026-07-04,1,65.69,29.14,65.69,110.8,75.19,-9.5,False
2026-07-04 00:30:00,2026-07-04,2,69.87,29.58,69.87,118.72,75.19,-5.32,False
2026-07-04 01:00:00,2026-07-04,3,61.93,20.47,61.93,111.95,75.19,-13.26,False
2026-07-04 01:30:00,2026-07-04,4,65.56,25.15,65.56,114.53,75.19,-9.63,False
2026-07-04 02:00:00,2026-07-04,5,59.74,19.9,59.74,108.14,75.19,-15.45,False
2026-07-04 02:30:00,2026-07-04,6,59.71,18.72,59.71,109.26,75.19,-15.48,False
2026-07-04 03:00:00,2026-07-04,7,60.13,23.28,60.13,105.55,75.19,-15.05,False
2026-07-04 03:30:00,2026-07-04,8,65.46,24.15,65.46,115.33,75.19,-9.73,False
2026-07-04 04:00:00,2026-07-04,9,65.86,23.53,65.86,116.75,75.19,-9.33,False
2026-07-04 04:30:00,2026-07-04,10,67.2,23.33,67.2,119.64,75.19,-7.99,False
2026-07-04 05:00:00,2026-07-04,11,71.9,28.08,71.9,124.28,75.19,-3.29,False
2026-07-04 05:30:00,2026-07-04,12,63.03,17.89,63.03,116.73,75.19,-12.16,False
2026-07-04 06:00:00,2026-07-04,13,78.05,34.27,78.05,130.39,75.19,2.86,False
2026-07-04 06:30:00,2026-07-04,14,79.5,39.28,79.5,128.28,75.19,4.31,False
2026-07-04 07:00:00,2026-07-04,15,77.48,33.96,77.48,129.56,75.19,2.29,False
2026-07-04 07:30:00,2026-07-04,16,78.73,36.99,78.73,129.03,75.19,3.54,False
2026-07-04 08:00:00,2026-07-04,17,70.35,23.56,70.35,125.7,75.19,-4.84,False
2026-07-04 08:30:00,2026-07-04,18,59.11,15.0,59.11,111.78,75.19,-16.08,False
2026-07-04 09:00:00,2026-07-04,19,75.96,27.94,75.96,132.54,75.19,0.77,False
2026-07-04 09:30:00,2026-07-04,20,76.23,28.61,76.23,132.41,75.19,1.04,False
2026-07-04 10:00:00,2026-07-04,21,78.48,27.16,78.48,138.37,75.19,3.3,False
2026-07-04 10:30:00,2026-07-04,22,61.35,6.46,61.35,124.8,75.19,-13.84,False
2026-07-04 11:00:00,2026-07-04,23,56.55,3.36,56.55,118.3,75.19,-18.64,False
2026-07-04 11:30:00,2026-07-04,24,68.14,20.38,68.14,124.46,75.19,-7.05,False
2026-07-04 12:00:00,2026-07-04,25,61.09,8.7,61.09,122.05,75.19,-14.09,False
2026-07-04 12:30:00,2026-07-04,26,68.41,12.03,68.41,133.35,75.19,-6.78,False
2026-07-04 13:00:00,2026-07-04,27,68.15,18.32,68.15,126.54,75.19,-7.04,False
2026-07-04 13:30:00,2026-07-04,28,72.99,24.26,72.99,130.28,75.19,-2.2,False
2026-07-04 14:00:00,2026-07-04,29,70.97,18.28,70.97,132.22,75.19,-4.22,False
2026-07-04 14:30:00,2026-07-04,30,62.13,7.61,62.13,125.21,75.19,-13.06,False
2026-07-04 15:00:00,2026-07-04,31,56.77,1.68,56.77,120.42,75.19,-18.42,False
2026-07-04 15:30:00,2026-07-04,32,60.65,3.39,60.65,126.48,75.19,-14.53,False
2026-07-04 16:00:00,2026-07-04,33,53.82,-8.52,53.82,124.72,75.19,-21.37,False
2026-07-04 16:30:00,2026-07-04,34,59.61,-1.74,59.61,129.51,75.19,-15.58,False
2026-07-04 17:00:00,2026-07-04,35,87.94,38.03,87.94,146.41,75.19,12.75,False
2026-07-04 17:30:00,2026-07-04,36,92.2,38.14,92.2,154.82,75.19,17.01,False
2026-07-04 18:00:00,2026-07-04,37,108.15,53.14,108.15,171.72,75.19,32.96,False
2026-07-04 18:30:00,2026-07-04,38,110.11,64.56,110.11,164.23,75.19,34.93,False
2026-07-04 19:00:00,2026-07-04,39,114.92,68.79,114.92,169.61,75.19,39.73,False
2026-07-04 19:30:00,2026-07-04,40,108.25,64.78,108.25,160.29,75.19,33.07,False
2026-07-04 20:00:00,2026-07-04,41,109.06,60.01,109.06,166.66,75.19,33.87,False
2026-07-04 20:30:00,2026-07-04,42,109.86,66.58,109.86,161.7,75.19,34.67,False
2026-07-04 21:00:00,2026-07-04,43,94.3,50.7,94.3,146.46,75.19,19.11,False
2026-07-04 21:30:00,2026-07-04,44,94.9,53.54,94.9,144.82,75.19,19.71,False
2026-07-04 22:00:00,2026-07-04,45,77.3,35.2,77.3,127.95,75.19,2.11,False
2026-07-04 22:30:00,2026-07-04,46,83.01,40.04,83.01,134.54,75.19,7.82,False
2026-07-04 23:00:00,2026-07-04,47,76.95,27.64,76.95,134.82,75.19,1.76,False
2026-07-04 23:30:00,2026-07-04,48,76.73,36.19,76.73,125.84,75.19,1.54,False
