settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-06-07 00:00:00,2026-06-07,1,88.16,49.98,88.16,110.02,87.6,0.56
2026-06-07 00:30:00,2026-06-07,2,87.34,45.42,87.34,112.93,87.6,-0.27
2026-06-07 01:00:00,2026-06-07,3,71.26,28.17,71.26,98.03,87.6,-16.34
2026-06-07 01:30:00,2026-06-07,4,82.44,40.4,82.44,108.16,87.6,-5.16
2026-06-07 02:00:00,2026-06-07,5,74.47,33.0,74.47,99.62,87.6,-13.13
2026-06-07 02:30:00,2026-06-07,6,76.71,34.09,76.71,103.01,87.6,-10.89
2026-06-07 03:00:00,2026-06-07,7,71.41,32.92,71.41,93.58,87.6,-16.19
2026-06-07 03:30:00,2026-06-07,8,69.3,26.36,69.3,95.92,87.6,-18.3
2026-06-07 04:00:00,2026-06-07,9,64.24,20.28,64.24,91.87,87.6,-23.37
2026-06-07 04:30:00,2026-06-07,10,62.11,16.6,62.11,91.3,87.6,-25.49
2026-06-07 05:00:00,2026-06-07,11,66.06,20.61,66.06,95.19,87.6,-21.54
2026-06-07 05:30:00,2026-06-07,12,61.62,14.85,61.62,92.07,87.6,-25.98
2026-06-07 06:00:00,2026-06-07,13,75.75,30.35,75.75,104.84,87.6,-11.85
2026-06-07 06:30:00,2026-06-07,14,77.31,35.46,77.31,102.83,87.6,-10.3
2026-06-07 07:00:00,2026-06-07,15,77.91,32.76,77.91,106.74,87.6,-9.69
2026-06-07 07:30:00,2026-06-07,16,74.14,30.77,74.14,101.19,87.6,-13.47
2026-06-07 08:00:00,2026-06-07,17,74.98,26.56,74.98,107.07,87.6,-12.63
2026-06-07 08:30:00,2026-06-07,18,74.82,29.08,74.82,104.23,87.6,-12.79
2026-06-07 09:00:00,2026-06-07,19,57.72,8.07,57.72,91.05,87.6,-29.88
2026-06-07 09:30:00,2026-06-07,20,61.87,12.62,61.87,94.79,87.6,-25.74
2026-06-07 10:00:00,2026-06-07,21,57.01,4.05,57.01,93.65,87.6,-30.59
2026-06-07 10:30:00,2026-06-07,22,54.75,-1.77,54.75,94.94,87.6,-32.86
2026-06-07 11:00:00,2026-06-07,23,56.21,1.39,56.21,94.71,87.6,-31.39
2026-06-07 11:30:00,2026-06-07,24,64.52,15.13,64.52,97.59,87.6,-23.08
2026-06-07 12:00:00,2026-06-07,25,59.64,5.62,59.64,97.35,87.6,-27.96
2026-06-07 12:30:00,2026-06-07,26,57.06,-0.95,57.06,98.74,87.6,-30.55
2026-06-07 13:00:00,2026-06-07,27,57.5,6.04,57.5,92.64,87.6,-30.1
2026-06-07 13:30:00,2026-06-07,28,53.36,3.0,53.36,87.39,87.6,-34.25
2026-06-07 14:00:00,2026-06-07,29,46.89,-7.43,46.89,84.89,87.6,-40.72
2026-06-07 14:30:00,2026-06-07,30,44.67,-11.48,44.67,84.49,87.6,-42.94
2026-06-07 15:00:00,2026-06-07,31,46.68,-10.04,46.68,87.08,87.6,-40.92
2026-06-07 15:30:00,2026-06-07,32,45.96,-12.94,45.96,88.53,87.6,-41.65
2026-06-07 16:00:00,2026-06-07,33,55.66,-8.31,55.66,103.3,87.6,-31.95
2026-06-07 16:30:00,2026-06-07,34,77.77,14.79,77.77,124.43,87.6,-9.83
2026-06-07 17:00:00,2026-06-07,35,98.84,47.3,98.84,134.06,87.6,11.24
2026-06-07 17:30:00,2026-06-07,36,102.65,46.96,102.65,142.01,87.6,15.04
2026-06-07 18:00:00,2026-06-07,37,120.45,63.82,120.45,160.77,87.6,32.85
2026-06-07 18:30:00,2026-06-07,38,126.26,79.07,126.26,157.13,87.6,38.66
2026-06-07 19:00:00,2026-06-07,39,131.72,83.96,131.72,163.16,87.6,44.12
2026-06-07 19:30:00,2026-06-07,40,127.33,82.22,127.33,156.11,87.6,39.72
2026-06-07 20:00:00,2026-06-07,41,129.33,78.65,129.33,163.69,87.6,41.73
2026-06-07 20:30:00,2026-06-07,42,128.99,84.08,128.99,157.57,87.6,41.38
2026-06-07 21:00:00,2026-06-07,43,124.62,79.39,124.62,153.53,87.6,37.02
2026-06-07 21:30:00,2026-06-07,44,123.51,80.52,123.51,150.17,87.6,35.9
2026-06-07 22:00:00,2026-06-07,45,101.96,58.23,101.96,129.36,87.6,14.35
2026-06-07 22:30:00,2026-06-07,46,105.59,60.99,105.59,133.86,87.6,17.98
2026-06-07 23:00:00,2026-06-07,47,104.91,53.97,104.91,139.53,87.6,17.31
2026-06-07 23:30:00,2026-06-07,48,106.76,64.58,106.76,132.62,87.6,19.16
