settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-07-01 00:00:00,2026-07-01,1,96.68,64.54,96.68,131.1,108.0,-11.32,False
2026-07-01 00:30:00,2026-07-01,2,95.79,59.92,95.79,133.96,108.0,-12.21,False
2026-07-01 01:00:00,2026-07-01,3,97.41,60.36,97.41,136.74,108.0,-10.59,False
2026-07-01 01:30:00,2026-07-01,4,88.48,52.49,88.48,126.77,108.0,-19.52,False
2026-07-01 02:00:00,2026-07-01,5,98.87,63.45,98.87,136.59,108.0,-9.13,False
2026-07-01 02:30:00,2026-07-01,6,89.62,53.04,89.62,128.48,108.0,-18.38,False
2026-07-01 03:00:00,2026-07-01,7,97.88,65.44,97.88,132.62,108.0,-10.11,False
2026-07-01 03:30:00,2026-07-01,8,102.47,65.58,102.47,141.66,108.0,-5.53,False
2026-07-01 04:00:00,2026-07-01,9,109.24,71.32,109.24,149.44,108.0,1.24,False
2026-07-01 04:30:00,2026-07-01,10,104.58,65.12,104.58,146.34,108.0,-3.42,False
2026-07-01 05:00:00,2026-07-01,11,105.52,66.11,105.52,147.21,108.0,-2.48,False
2026-07-01 05:30:00,2026-07-01,12,107.27,66.54,107.27,150.28,108.0,-0.73,False
2026-07-01 06:00:00,2026-07-01,13,110.93,71.56,110.93,152.58,108.0,2.93,False
2026-07-01 06:30:00,2026-07-01,14,112.55,76.75,112.55,150.65,108.0,4.55,False
2026-07-01 07:00:00,2026-07-01,15,106.33,67.22,106.33,147.72,108.0,-1.67,False
2026-07-01 07:30:00,2026-07-01,16,117.12,79.8,117.12,156.74,108.0,9.12,False
2026-07-01 08:00:00,2026-07-01,17,108.48,66.11,108.48,153.15,108.0,0.48,False
2026-07-01 08:30:00,2026-07-01,18,113.73,74.04,113.73,155.72,108.0,5.74,False
2026-07-01 09:00:00,2026-07-01,19,86.04,42.43,86.04,131.93,108.0,-21.96,False
2026-07-01 09:30:00,2026-07-01,20,100.98,57.78,100.98,146.48,108.0,-7.02,False
2026-07-01 10:00:00,2026-07-01,21,105.42,58.5,105.42,154.62,108.0,-2.58,False
2026-07-01 10:30:00,2026-07-01,22,105.9,55.43,105.9,158.67,108.0,-2.1,False
2026-07-01 11:00:00,2026-07-01,23,100.5,51.72,100.5,151.56,108.0,-7.5,False
2026-07-01 11:30:00,2026-07-01,24,103.27,59.93,103.27,148.91,108.0,-4.73,False
2026-07-01 12:00:00,2026-07-01,25,81.22,33.23,81.22,131.49,108.0,-26.78,False
2026-07-01 12:30:00,2026-07-01,26,96.54,44.57,96.54,150.79,108.0,-11.46,False
2026-07-01 13:00:00,2026-07-01,27,91.5,46.09,91.5,139.21,108.0,-16.5,False
2026-07-01 13:30:00,2026-07-01,28,89.77,45.45,89.77,136.37,108.0,-18.23,False
2026-07-01 14:00:00,2026-07-01,29,94.17,45.89,94.17,144.73,108.0,-13.83,False
2026-07-01 14:30:00,2026-07-01,30,92.93,42.82,92.93,145.32,108.0,-15.07,False
2026-07-01 15:00:00,2026-07-01,31,73.31,22.64,73.31,126.28,108.0,-34.69,False
2026-07-01 15:30:00,2026-07-01,32,79.03,26.18,79.03,134.18,108.0,-28.97,False
2026-07-01 16:00:00,2026-07-01,33,82.92,25.0,82.92,143.14,108.0,-25.08,False
2026-07-01 16:30:00,2026-07-01,34,80.86,23.93,80.86,140.09,108.0,-27.14,False
2026-07-01 17:00:00,2026-07-01,35,96.13,50.64,96.13,143.92,108.0,-11.86,False
2026-07-01 17:30:00,2026-07-01,36,99.09,49.44,99.09,151.02,108.0,-8.91,False
2026-07-01 18:00:00,2026-07-01,37,81.81,31.21,81.81,134.69,108.0,-26.19,False
2026-07-01 18:30:00,2026-07-01,38,91.4,50.25,91.4,134.83,108.0,-16.6,False
2026-07-01 19:00:00,2026-07-01,39,103.9,62.19,103.9,147.91,108.0,-4.1,False
2026-07-01 19:30:00,2026-07-01,40,102.98,63.91,102.98,144.33,108.0,-5.02,False
2026-07-01 20:00:00,2026-07-01,41,109.12,64.49,109.12,156.05,108.0,1.12,False
2026-07-01 20:30:00,2026-07-01,42,107.82,68.95,107.82,148.97,108.0,-0.18,False
2026-07-01 21:00:00,2026-07-01,43,114.71,75.52,114.71,156.18,108.0,6.71,False
2026-07-01 21:30:00,2026-07-01,44,108.03,71.08,108.03,147.26,108.0,0.03,False
2026-07-01 22:00:00,2026-07-01,45,119.61,81.92,119.61,159.58,108.0,11.61,False
2026-07-01 22:30:00,2026-07-01,46,109.99,71.43,109.99,150.83,108.0,1.99,False
2026-07-01 23:00:00,2026-07-01,47,116.46,71.56,116.46,163.64,108.0,8.46,False
2026-07-01 23:30:00,2026-07-01,48,110.4,74.27,110.4,148.83,108.0,2.4,False
