settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-07-05 00:00:00,2026-07-05,1,69.52,30.41,69.52,115.18,74.62,-5.1
2026-07-05 00:30:00,2026-07-05,2,68.61,25.76,68.61,118.01,74.62,-6.01
2026-07-05 01:00:00,2026-07-05,3,60.12,16.1,60.12,110.69,74.62,-14.5
2026-07-05 01:30:00,2026-07-05,4,62.54,19.57,62.54,112.06,74.62,-12.08
2026-07-05 02:00:00,2026-07-05,5,53.15,10.76,53.15,102.11,74.62,-21.46
2026-07-05 02:30:00,2026-07-05,6,52.13,8.58,52.13,102.24,74.62,-22.48
2026-07-05 03:00:00,2026-07-05,7,51.79,12.37,51.79,97.77,74.62,-22.82
2026-07-05 03:30:00,2026-07-05,8,59.13,15.26,59.13,109.55,74.62,-15.49
2026-07-05 04:00:00,2026-07-05,9,52.2,7.31,52.2,103.65,74.62,-22.42
2026-07-05 04:30:00,2026-07-05,10,55.34,8.91,55.34,108.34,74.62,-19.27
2026-07-05 05:00:00,2026-07-05,11,55.36,8.98,55.36,108.29,74.62,-19.26
2026-07-05 05:30:00,2026-07-05,12,55.89,8.19,55.89,110.14,74.62,-18.73
2026-07-05 06:00:00,2026-07-05,13,56.41,10.07,56.41,109.3,74.62,-18.21
2026-07-05 06:30:00,2026-07-05,14,63.13,20.35,63.13,112.46,74.62,-11.49
2026-07-05 07:00:00,2026-07-05,15,54.66,8.58,54.66,107.3,74.62,-19.95
2026-07-05 07:30:00,2026-07-05,16,55.97,11.67,55.97,106.82,74.62,-18.65
2026-07-05 08:00:00,2026-07-05,17,52.32,2.97,52.32,108.23,74.62,-22.29
2026-07-05 08:30:00,2026-07-05,18,56.84,10.17,56.84,110.07,74.62,-17.77
2026-07-05 09:00:00,2026-07-05,19,70.73,20.15,70.73,127.86,74.62,-3.89
2026-07-05 09:30:00,2026-07-05,20,69.58,19.4,69.58,126.32,74.62,-5.03
2026-07-05 10:00:00,2026-07-05,21,62.25,8.36,62.25,122.7,74.62,-12.36
2026-07-05 10:30:00,2026-07-05,22,65.36,7.91,65.36,129.36,74.62,-9.26
2026-07-05 11:00:00,2026-07-05,23,68.4,12.65,68.4,130.71,74.62,-6.21
2026-07-05 11:30:00,2026-07-05,24,73.02,22.7,73.02,129.9,74.62,-1.59
2026-07-05 12:00:00,2026-07-05,25,65.59,10.63,65.59,127.1,74.62,-9.03
2026-07-05 12:30:00,2026-07-05,26,60.82,1.88,60.82,126.31,74.62,-13.8
2026-07-05 13:00:00,2026-07-05,27,50.37,-2.01,50.37,109.32,74.62,-24.24
2026-07-05 13:30:00,2026-07-05,28,45.28,-6.0,45.28,103.13,74.62,-29.33
2026-07-05 14:00:00,2026-07-05,29,47.25,-7.99,47.25,109.06,74.62,-27.36
2026-07-05 14:30:00,2026-07-05,30,48.36,-8.72,48.36,111.99,74.62,-26.26
2026-07-05 15:00:00,2026-07-05,31,57.68,0.03,57.68,121.88,74.62,-16.94
2026-07-05 15:30:00,2026-07-05,32,52.58,-7.25,52.58,118.97,74.62,-22.03
2026-07-05 16:00:00,2026-07-05,33,47.19,-17.71,47.19,118.64,74.62,-27.43
2026-07-05 16:30:00,2026-07-05,34,52.07,-11.84,52.07,122.53,74.62,-22.55
2026-07-05 17:00:00,2026-07-05,35,77.13,24.66,77.13,136.15,74.62,2.51
2026-07-05 17:30:00,2026-07-05,36,85.49,28.88,85.49,148.67,74.62,10.88
2026-07-05 18:00:00,2026-07-05,37,108.09,50.52,108.09,172.22,74.62,33.48
2026-07-05 18:30:00,2026-07-05,38,107.06,58.94,107.06,161.74,74.62,32.44
2026-07-05 19:00:00,2026-07-05,39,108.35,59.66,108.35,163.59,74.62,33.73
2026-07-05 19:30:00,2026-07-05,40,101.41,55.37,101.41,154.0,74.62,26.79
2026-07-05 20:00:00,2026-07-05,41,116.41,64.8,116.41,174.57,74.62,41.79
2026-07-05 20:30:00,2026-07-05,42,115.96,70.12,115.96,168.35,74.62,41.34
2026-07-05 21:00:00,2026-07-05,43,102.68,56.52,102.68,155.39,74.62,28.06
2026-07-05 21:30:00,2026-07-05,44,106.77,62.85,106.77,157.24,74.62,32.15
2026-07-05 22:00:00,2026-07-05,45,88.28,43.62,88.28,139.5,74.62,13.67
2026-07-05 22:30:00,2026-07-05,46,80.67,35.14,80.67,132.75,74.62,6.05
2026-07-05 23:00:00,2026-07-05,47,79.03,27.16,79.03,137.45,74.62,4.41
2026-07-05 23:30:00,2026-07-05,48,86.51,43.4,86.51,136.18,74.62,11.9
