settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-09-05 00:00:00,2026-09-05,1,82.75,31.26,82.75,111.67,103.68,-20.93,False
2026-09-05 00:30:00,2026-09-05,2,78.45,23.23,78.45,111.12,103.68,-25.23,False
2026-09-05 01:00:00,2026-09-05,3,76.09,19.69,76.09,109.92,103.68,-27.59,False
2026-09-05 01:30:00,2026-09-05,4,77.61,22.27,77.61,110.39,103.68,-26.07,False
2026-09-05 02:00:00,2026-09-05,5,79.29,24.52,79.29,111.51,103.68,-24.39,False
2026-09-05 02:30:00,2026-09-05,6,78.89,22.97,78.89,112.25,103.68,-24.79,False
2026-09-05 03:00:00,2026-09-05,7,76.62,24.82,76.62,105.85,103.68,-27.06,False
2026-09-05 03:30:00,2026-09-05,8,75.05,18.8,75.05,108.73,103.68,-28.63,False
2026-09-05 04:00:00,2026-09-05,9,80.12,22.86,80.12,114.83,103.68,-23.56,False
2026-09-05 04:30:00,2026-09-05,10,82.34,23.52,82.34,118.59,103.68,-21.34,False
2026-09-05 05:00:00,2026-09-05,11,76.89,18.13,76.89,113.08,103.68,-26.79,False
2026-09-05 05:30:00,2026-09-05,12,82.04,21.96,82.04,119.55,103.68,-21.64,False
2026-09-05 06:00:00,2026-09-05,13,105.25,46.53,105.25,141.4,103.68,1.57,False
2026-09-05 06:30:00,2026-09-05,14,102.31,47.16,102.31,134.91,103.68,-1.36,False
2026-09-05 07:00:00,2026-09-05,15,105.63,47.18,105.63,141.53,103.68,1.95,False
2026-09-05 07:30:00,2026-09-05,16,107.43,50.75,107.43,141.54,103.68,3.75,False
2026-09-05 08:00:00,2026-09-05,17,105.48,43.76,105.48,144.64,103.68,1.8,False
2026-09-05 08:30:00,2026-09-05,18,95.87,36.83,95.87,132.35,103.68,-7.81,False
2026-09-05 09:00:00,2026-09-05,19,94.73,31.77,94.73,135.12,103.68,-8.95,False
2026-09-05 09:30:00,2026-09-05,20,102.99,40.43,102.99,142.98,103.68,-0.69,False
2026-09-05 10:00:00,2026-09-05,21,92.39,26.12,92.39,136.09,103.68,-11.29,False
2026-09-05 10:30:00,2026-09-05,22,90.38,20.56,90.38,137.65,103.68,-13.29,False
2026-09-05 11:00:00,2026-09-05,23,88.65,20.53,88.65,134.22,103.68,-15.03,False
2026-09-05 11:30:00,2026-09-05,24,90.12,27.43,90.12,130.26,103.68,-13.55,False
2026-09-05 12:00:00,2026-09-05,25,76.75,9.42,76.75,121.52,103.68,-26.93,False
2026-09-05 12:30:00,2026-09-05,26,78.62,7.3,78.62,127.37,103.68,-25.06,False
2026-09-05 13:00:00,2026-09-05,27,78.15,13.39,78.15,120.36,103.68,-25.53,False
2026-09-05 13:30:00,2026-09-05,28,84.15,20.49,84.15,125.25,103.68,-19.53,False
2026-09-05 14:00:00,2026-09-05,29,89.68,22.05,89.68,134.74,103.68,-14.0,False
2026-09-05 14:30:00,2026-09-05,30,89.03,19.57,89.03,135.92,103.68,-14.65,False
2026-09-05 15:00:00,2026-09-05,31,92.49,22.47,92.49,139.96,103.68,-11.19,False
2026-09-05 15:30:00,2026-09-05,32,95.48,23.28,95.48,145.13,103.68,-8.2,False
2026-09-05 16:00:00,2026-09-05,33,94.87,17.6,94.87,149.58,103.68,-8.81,False
2026-09-05 16:30:00,2026-09-05,34,98.18,21.9,98.18,151.9,103.68,-5.5,False
2026-09-05 17:00:00,2026-09-05,35,122.18,57.34,122.18,164.46,103.68,18.5,False
2026-09-05 17:30:00,2026-09-05,36,114.04,45.05,114.04,160.47,103.68,10.36,False
2026-09-05 18:00:00,2026-09-05,37,139.86,69.92,139.86,187.24,103.68,36.18,False
2026-09-05 18:30:00,2026-09-05,38,134.13,73.63,134.13,172.06,103.68,30.45,False
2026-09-05 19:00:00,2026-09-05,39,128.9,67.84,128.9,167.4,103.68,25.22,False
2026-09-05 19:30:00,2026-09-05,40,131.2,72.79,131.2,167.06,103.68,27.53,False
2026-09-05 20:00:00,2026-09-05,41,117.01,53.03,117.01,158.43,103.68,13.33,False
2026-09-05 20:30:00,2026-09-05,42,121.15,62.94,121.15,156.8,103.68,17.47,False
2026-09-05 21:00:00,2026-09-05,43,107.3,48.77,107.3,143.28,103.68,3.62,False
2026-09-05 21:30:00,2026-09-05,44,110.5,54.21,110.5,144.24,103.68,6.83,False
2026-09-05 22:00:00,2026-09-05,45,103.27,46.23,103.27,137.74,103.68,-0.41,False
2026-09-05 22:30:00,2026-09-05,46,98.61,40.7,98.61,133.95,103.68,-5.07,False
2026-09-05 23:00:00,2026-09-05,47,98.34,34.1,98.34,140.02,103.68,-5.34,False
2026-09-05 23:30:00,2026-09-05,48,93.88,38.4,93.88,126.81,103.68,-9.79,False
