settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-06-02 00:00:00,2026-06-02,1,100.22,65.66,100.22,120.94,113.63,-13.41
2026-06-02 00:30:00,2026-06-02,2,99.91,61.61,99.91,124.37,113.63,-13.72
2026-06-02 01:00:00,2026-06-02,3,95.2,55.73,95.2,120.83,113.63,-18.43
2026-06-02 01:30:00,2026-06-02,4,94.83,56.41,94.83,119.42,113.63,-18.79
2026-06-02 02:00:00,2026-06-02,5,103.54,65.69,103.54,127.55,113.63,-10.09
2026-06-02 02:30:00,2026-06-02,6,102.32,63.32,102.32,127.49,113.63,-11.3
2026-06-02 03:00:00,2026-06-02,7,96.32,61.45,96.32,117.35,113.63,-17.31
2026-06-02 03:30:00,2026-06-02,8,97.55,58.23,97.55,123.04,113.63,-16.07
2026-06-02 04:00:00,2026-06-02,9,96.91,56.57,96.91,123.42,113.63,-16.71
2026-06-02 04:30:00,2026-06-02,10,97.85,55.96,97.85,125.91,113.63,-15.77
2026-06-02 05:00:00,2026-06-02,11,104.21,62.38,104.21,132.21,113.63,-9.41
2026-06-02 05:30:00,2026-06-02,12,95.57,52.42,95.57,124.89,113.63,-18.05
2026-06-02 06:00:00,2026-06-02,13,108.71,66.92,108.71,136.66,113.63,-4.92
2026-06-02 06:30:00,2026-06-02,14,109.29,71.06,109.29,133.68,113.63,-4.34
2026-06-02 07:00:00,2026-06-02,15,104.06,62.53,104.06,131.75,113.63,-9.57
2026-06-02 07:30:00,2026-06-02,16,101.22,61.47,101.22,127.14,113.63,-12.4
2026-06-02 08:00:00,2026-06-02,17,114.14,69.34,114.14,145.11,113.63,0.52
2026-06-02 08:30:00,2026-06-02,18,113.02,70.9,113.02,141.31,113.63,-0.6
2026-06-02 09:00:00,2026-06-02,19,114.66,68.63,114.66,146.86,113.63,1.04
2026-06-02 09:30:00,2026-06-02,20,110.89,65.26,110.89,142.68,113.63,-2.74
2026-06-02 10:00:00,2026-06-02,21,82.93,33.59,82.93,118.43,113.63,-30.7
2026-06-02 10:30:00,2026-06-02,22,81.34,28.44,81.34,120.41,113.63,-32.28
2026-06-02 11:00:00,2026-06-02,23,79.13,27.93,79.13,116.49,113.63,-34.5
2026-06-02 11:30:00,2026-06-02,24,89.34,43.57,89.34,121.27,113.63,-24.29
2026-06-02 12:00:00,2026-06-02,25,82.2,31.79,82.2,118.77,113.63,-31.43
2026-06-02 12:30:00,2026-06-02,26,83.34,28.95,83.34,123.89,113.63,-30.29
2026-06-02 13:00:00,2026-06-02,27,84.38,36.54,84.38,118.38,113.63,-29.25
2026-06-02 13:30:00,2026-06-02,28,73.19,26.45,73.19,106.09,113.63,-40.44
2026-06-02 14:00:00,2026-06-02,29,79.32,28.62,79.32,116.18,113.63,-34.31
2026-06-02 14:30:00,2026-06-02,30,80.2,27.67,80.2,118.9,113.63,-33.42
2026-06-02 15:00:00,2026-06-02,31,80.86,27.76,80.86,120.13,113.63,-32.76
2026-06-02 15:30:00,2026-06-02,32,77.34,22.06,77.34,118.78,113.63,-36.29
2026-06-02 16:00:00,2026-06-02,33,103.81,43.46,103.81,150.32,113.63,-9.82
2026-06-02 16:30:00,2026-06-02,34,115.0,55.65,115.0,160.53,113.63,1.38
2026-06-02 17:00:00,2026-06-02,35,138.2,90.28,138.2,172.28,113.63,24.57
2026-06-02 17:30:00,2026-06-02,36,127.8,75.73,127.8,166.03,113.63,14.17
2026-06-02 18:00:00,2026-06-02,37,151.24,98.22,151.24,190.42,113.63,37.61
2026-06-02 18:30:00,2026-06-02,38,146.74,103.17,146.74,176.48,113.63,33.12
2026-06-02 19:00:00,2026-06-02,39,142.8,98.66,142.8,173.1,113.63,29.17
2026-06-02 19:30:00,2026-06-02,40,142.99,101.5,142.99,170.65,113.63,29.37
2026-06-02 20:00:00,2026-06-02,41,137.49,90.43,137.49,170.72,113.63,23.87
2026-06-02 20:30:00,2026-06-02,42,133.07,91.78,133.07,160.52,113.63,19.44
2026-06-02 21:00:00,2026-06-02,43,120.94,79.33,120.94,148.72,113.63,7.31
2026-06-02 21:30:00,2026-06-02,44,121.15,81.78,121.15,146.68,113.63,7.52
2026-06-02 22:00:00,2026-06-02,45,99.24,59.13,99.24,125.51,113.63,-14.39
2026-06-02 22:30:00,2026-06-02,46,98.84,57.86,98.84,125.98,113.63,-14.79
2026-06-02 23:00:00,2026-06-02,47,100.71,53.39,100.71,134.2,113.63,-12.92
2026-06-02 23:30:00,2026-06-02,48,103.37,64.81,103.37,128.09,113.63,-10.26
